"female","wjtest01","wjtest07","wjtest10","age","cutoff","freelunch","agexcutoff","race"
0,0,6,0,170,1,1,170,"hispanic"
0,2,7,9,319,1,1,319,"other"
1,1,7,0,136,1,1,136,"hispanic"
1,7,6,16,236,1,1,236,"black"
0,0,0,11,348,1,1,348,"black"
1,3,2,3,-318,0,1,0,"black"
0,5,4,1,-279,0,1,0,"black"
0,8,8,11,-121,0,1,0,"black"
0,3,6,9,-317,0,1,0,"black"
0,2,3,14,-22,0,1,0,"black"
1,5,4,8,-179,0,1,0,"black"
0,5,1,8,-320,0,1,0,"black"
0,3,1,6,-331,0,1,0,"black"
1,2,4,2,-181,0,1,0,"black"
1,4,1,3,-269,0,1,0,"black"
0,2,4,2,-228,0,1,0,"black"
0,3,6,14,-76,0,1,0,"black"
0,14,12,13,-154,0,1,0,"black"
1,3,4,8,-188,0,1,0,"black"
0,2,6,0,-238,0,1,0,"black"
1,3,3,7,-188,0,1,0,"hispanic"
0,8,8,11,-121,0,1,0,"black"
0,7,11,11,-192,0,1,0,"black"
1,2,4,11,-205,0,1,0,"white"
1,8,8,14,-16,0,1,0,"black"
0,10,11,15,-14,0,1,0,"black"
1,14,10,12,200,1,1,200,"white"
1,4,3,11,325,1,1,325,"white"
0,6,1,0,134,1,1,134,"hispanic"
1,5,3,8,151,1,1,151,"hispanic"
0,4,9,9,288,1,1,288,"hispanic"
0,13,5,0,75,1,1,75,"black"
1,5,8,9,22,1,1,22,"hispanic"
1,4,7,0,28,1,1,28,"black"
0,14,12,15,294,1,1,294,"black"
1,0,0,4,231,1,1,231,"black"
0,10,6,14,186,1,1,186,"other"
1,6,9,15,223,1,1,223,"white"
0,3,0,5,162,1,1,162,"other"
1,3,7,11,290,1,1,290,"hispanic"
1,3,7,10,11,1,1,11,"black"
0,9,6,16,219,1,1,219,"black"
1,11,6,14,233,1,1,233,"black"
1,8,12,12,193,1,1,193,"black"
1,13,4,13,152,1,1,152,"black"
0,5,7,14,343,1,1,343,"black"
0,2,5,3,9,1,1,9,"hispanic"
1,14,12,17,246,1,1,246,"black"
1,4,5,0,194,1,1,194,"white"
1,3,3,9,233,1,1,233,"other"
0,4,4,8,203,1,1,203,"hispanic"
1,6,1,10,128,1,1,128,"hispanic"
0,6,10,14,332,1,1,332,"other"
0,4,6,8,187,1,1,187,"black"
1,10,7,13,239,1,1,239,"black"
0,10,12,15,264,1,1,264,"white"
0,7,10,10,311,1,1,311,"hispanic"
0,11,8,10,113,1,1,113,"hispanic"
1,13,9,18,172,1,1,172,"hispanic"
1,4,9,9,282,1,1,282,"hispanic"
0,5,5,8,224,1,1,224,"hispanic"
0,9,12,17,223,1,1,223,"black"
1,5,3,4,201,1,1,201,"white"
0,6,4,9,151,1,1,151,"black"
0,12,12,16,188,1,1,188,"black"
0,6,7,11,4,1,1,4,"hispanic"
1,7,8,14,208,1,1,208,"hispanic"
0,6,9,11,237,1,1,237,"hispanic"
1,8,4,11,267,1,1,267,"hispanic"
0,5,3,14,314,1,1,314,"black"
1,2,6,10,-222,0,1,0,"other"
0,10,8,13,-209,0,1,0,"black"
1,2,9,14,-139,0,1,0,"black"
0,3,0,14,-255,0,1,0,"black"
1,10,6,10,-109,0,1,0,"other"
1,6,7,11,-301,0,1,0,"black"
0,8,7,20,-73,0,1,0,"black"
0,6,14,2,-285,0,1,0,"black"
0,2,8,4,-291,0,1,0,"black"
0,1,3,7,-187,0,1,0,"black"
1,2,2,11,-89,0,1,0,"black"
0,1,2,12,-295,0,1,0,"black"
1,1,9,9,-59,0,1,0,"black"
1,2,2,8,-365,0,1,0,"black"
1,5,4,11,-61,0,1,0,"black"
0,8,5,11,-25,0,1,0,"black"
0,5,7,6,-100,0,1,0,"black"
0,9,1,8,-92,0,1,0,"black"
0,6,5,9,-25,0,1,0,"black"
1,5,1,1,-277,0,1,0,"black"
1,2,8,4,177,1,1,177,"black"
0,3,6,11,74,1,1,74,"hispanic"
0,9,4,24,41,1,1,41,"hispanic"
1,15,5,0,110,1,1,110,"hispanic"
1,3,0,5,67,1,1,67,"other"
1,16,1,2,285,1,1,285,"black"
0,3,7,11,193,1,1,193,"other"
1,6,5,9,313,1,1,313,"other"
0,14,12,17,301,1,1,301,"white"
0,8,6,11,282,1,0,282,"black"
1,13,7,3,140,1,1,140,"black"
0,7,4,15,-147,0,1,0,"white"
0,2,6,12,-3,0,1,0,"hispanic"
0,2,4,0,-174,0,1,0,"hispanic"
0,5,6,7,-267,0,1,0,"hispanic"
0,2,2,6,-34,0,1,0,"white"
1,2,5,2,-252,0,1,0,"hispanic"
1,3,6,6,-16,0,1,0,"hispanic"
0,0,2,1,-271,0,0,0,"hispanic"
1,2,6,2,-38,0,1,0,"hispanic"
1,0,3,0,-251,0,1,0,"hispanic"
1,11,9,19,-90,0,1,0,"white"
1,4,4,15,-5,0,0,0,"white"
1,7,8,14,-9,0,1,0,"black"
1,1,3,9,-241,0,1,0,"hispanic"
0,5,5,2,-72,0,1,0,"hispanic"
1,4,3,0,-151,0,1,0,"hispanic"
0,1,1,0,-261,0,1,0,"hispanic"
0,2,4,7,-314,0,1,0,"white"
0,0,3,0,-148,0,1,0,"hispanic"
1,2,8,7,-20,0,1,0,"hispanic"
1,5,7,7,-287,0,1,0,"white"
1,7,9,16,325,1,1,325,"hispanic"
0,8,8,7,36,1,1,36,"white"
0,20,20,24,239,1,0,239,"white"
1,6,9,11,165,1,1,165,"hispanic"
0,10,6,14,115,1,1,115,"black"
0,4,7,5,253,1,1,253,"hispanic"
1,15,5,5,237,1,1,237,"black"
0,3,3,5,228,1,1,228,"hispanic"
1,6,5,11,184,1,1,184,"white"
0,2,4,9,159,1,1,159,"hispanic"
1,9,9,9,122,1,1,122,"other"
0,17,11,18,72,1,1,72,"white"
0,5,9,18,278,1,1,278,"hispanic"
1,8,9,16,310,1,1,310,"hispanic"
0,2,5,7,261,1,1,261,"hispanic"
1,16,12,16,345,1,1,345,"black"
1,12,11,11,296,1,1,296,"other"
0,4,6,13,237,1,1,237,"hispanic"
1,4,7,10,157,1,1,157,"hispanic"
0,2,6,10,316,1,1,316,"hispanic"
0,3,5,13,18,1,1,18,"hispanic"
1,0,4,15,-308,0,1,0,"white"
1,4,5,9,-265,0,0,0,"hispanic"
0,9,2,9,-178,0,1,0,"hispanic"
1,2,4,11,-132,0,1,0,"other"
1,1,0,4,-134,0,1,0,"white"
1,12,11,0,-107,0,1,0,"black"
1,2,6,10,-12,0,1,0,"hispanic"
0,2,2,8,-164,0,1,0,"hispanic"
0,2,5,7,-285,0,1,0,"other"
0,2,4,12,-25,0,1,0,"hispanic"
1,4,3,4,-249,0,1,0,"hispanic"
1,9,4,12,-50,0,1,0,"white"
1,10,12,12,55,1,1,55,"hispanic"
0,2,3,1,72,1,1,72,"hispanic"
0,1,3,3,248,1,1,248,"hispanic"
1,4,7,8,2,1,1,2,"hispanic"
1,0,5,15,31,1,1,31,"hispanic"
0,6,6,0,22,1,1,22,"hispanic"
0,7,7,12,11,1,1,11,"hispanic"
0,13,13,17,117,1,1,117,"hispanic"
0,14,14,21,349,1,1,349,"other"
0,9,8,13,322,1,1,322,"hispanic"
1,8,7,9,343,1,1,343,"black"
0,15,12,17,351,1,1,351,"white"
0,3,7,7,161,1,1,161,"other"
0,2,4,11,359,1,1,359,"hispanic"
1,12,13,20,156,1,1,156,"hispanic"
0,4,4,7,319,1,1,319,"black"
1,5,2,18,226,1,1,226,"hispanic"
0,8,11,17,285,1,1,285,"white"
1,4,9,13,0,1,1,0,"black"
1,8,5,9,110,1,1,110,"hispanic"
0,14,10,11,206,1,1,206,"hispanic"
1,5,7,9,13,1,1,13,"hispanic"
0,3,8,15,45,1,1,45,"hispanic"
1,15,13,17,150,1,1,150,"hispanic"
0,2,6,2,30,1,1,30,"hispanic"
0,3,3,0,82,1,1,82,"hispanic"
1,13,10,11,17,1,1,17,"hispanic"
0,5,6,6,222,1,1,222,"hispanic"
0,9,1,15,213,1,1,213,"hispanic"
0,4,8,11,227,1,1,227,"hispanic"
0,10,10,11,121,1,1,121,"hispanic"
0,9,10,10,235,1,1,235,"hispanic"
1,13,12,18,217,1,1,217,"hispanic"
1,7,10,17,257,1,1,257,"black"
0,11,10,11,233,1,1,233,"white"
1,7,11,11,164,1,1,164,"hispanic"
1,6,2,8,-111,0,0,0,"hispanic"
1,4,6,9,-42,0,1,0,"white"
0,0,0,1,-236,0,1,0,"hispanic"
1,2,7,11,-85,0,0,0,"black"
0,12,4,2,-263,0,0,0,"hispanic"
0,2,11,1,-191,0,1,0,"hispanic"
1,10,5,2,-228,0,1,0,"black"
0,2,5,5,-69,0,1,0,"hispanic"
1,2,2,9,-115,0,1,0,"hispanic"
0,13,12,9,-23,0,1,0,"black"
0,4,7,12,354,1,1,354,"hispanic"
0,9,1,15,132,1,1,132,"hispanic"
1,0,11,0,301,1,1,301,"hispanic"
1,11,5,2,318,1,1,318,"hispanic"
1,9,7,5,151,1,1,151,"hispanic"
1,6,7,9,-223,0,1,0,"hispanic"
1,3,5,10,-118,0,1,0,"hispanic"
1,2,5,2,-291,0,1,0,"white"
0,0,3,0,-336,0,1,0,"hispanic"
0,0,0,0,-336,0,1,0,"hispanic"
0,2,3,2,-232,0,1,0,"hispanic"
1,2,5,8,-17,0,1,0,"hispanic"
0,2,0,0,-278,0,1,0,"black"
0,2,3,11,-55,0,1,0,"hispanic"
1,7,6,6,-150,0,1,0,"black"
0,6,1,3,-361,0,1,0,"white"
0,5,4,9,-343,0,0,0,"black"
0,0,0,0,-242,0,1,0,"hispanic"
1,2,7,11,-63,0,1,0,"hispanic"
0,0,7,0,-100,0,1,0,"hispanic"
1,7,7,0,-26,0,1,0,"hispanic"
1,2,5,0,-220,0,1,0,"hispanic"
0,0,3,0,-250,0,1,0,"hispanic"
1,11,0,7,-295,0,1,0,"hispanic"
0,10,1,9,-300,0,0,0,"other"
0,3,6,6,358,1,1,358,"hispanic"
0,1,12,0,324,1,1,324,"black"
0,5,7,12,311,1,1,311,"black"
1,3,1,1,201,1,1,201,"black"
1,0,4,7,7,1,1,7,"black"
0,2,5,0,11,1,1,11,"black"
0,8,5,5,32,1,1,32,"black"
1,9,9,3,-74,0,1,0,"black"
1,8,10,14,-25,0,1,0,"black"
1,1,4,9,-215,0,1,0,"black"
1,4,2,4,-240,0,1,0,"black"
1,6,7,8,-117,0,1,0,"black"
1,5,3,4,-53,0,1,0,"black"
0,1,0,1,-335,0,1,0,"black"
0,1,3,6,-59,0,1,0,"black"
0,1,1,2,-297,0,1,0,"black"
1,8,8,13,-39,0,1,0,"black"
0,0,9,7,-80,0,1,0,"black"
1,3,4,9,-319,0,1,0,"black"
1,1,9,5,-120,0,1,0,"white"
1,5,2,18,-101,0,1,0,"white"
0,5,5,8,-94,0,1,0,"black"
0,1,4,2,-328,0,1,0,"other"
0,4,11,9,269,1,1,269,"hispanic"
1,13,12,0,43,1,1,43,"hispanic"
1,8,4,9,12,1,1,12,"black"
1,12,12,17,233,1,1,233,"black"
1,3,4,6,128,1,1,128,"white"
1,9,7,13,-159,0,1,0,"hispanic"
0,1,3,9,-73,0,1,0,"black"
0,1,1,6,-102,0,1,0,"black"
1,2,5,3,-17,0,1,0,"hispanic"
1,3,5,10,-335,0,1,0,"hispanic"
0,3,4,7,-139,0,1,0,"other"
1,0,3,0,-96,0,1,0,"hispanic"
0,3,5,13,-137,0,1,0,"hispanic"
1,8,6,0,-78,0,1,0,"hispanic"
1,5,4,9,-211,0,1,0,"hispanic"
1,10,7,7,-305,0,1,0,"black"
0,4,3,0,-359,0,1,0,"black"
0,12,2,7,-102,0,1,0,"black"
1,8,4,14,-279,0,0,0,"white"
0,13,5,14,-127,0,1,0,"white"
1,1,0,0,-244,0,1,0,"hispanic"
0,0,4,0,-90,0,1,0,"hispanic"
0,3,3,3,-226,0,1,0,"hispanic"
1,2,9,15,269,1,1,269,"black"
1,6,9,12,362,1,1,362,"black"
1,0,5,9,348,1,1,348,"black"
1,6,8,1,74,1,1,74,"white"
0,6,6,0,-295,0,1,0,"black"
1,1,1,6,-102,0,1,0,"white"
1,2,5,0,-198,0,1,0,"hispanic"
1,2,3,7,-325,0,1,0,"black"
0,15,5,10,-82,0,1,0,"hispanic"
0,18,7,11,-11,0,1,0,"hispanic"
0,2,8,9,-95,0,1,0,"white"
0,8,12,9,-214,0,1,0,"other"
1,8,4,5,-173,0,1,0,"white"
0,13,0,15,-15,0,1,0,"hispanic"
0,12,4,9,-52,0,1,0,"white"
1,2,8,9,-56,0,1,0,"hispanic"
1,34,15,23,-25,0,1,0,"hispanic"
0,14,4,13,-160,0,1,0,"hispanic"
1,2,3,7,-325,0,1,0,"black"
0,0,5,14,-359,0,1,0,"hispanic"
0,4,2,1,-227,0,1,0,"hispanic"
1,1,9,7,-258,0,1,0,"white"
1,2,8,18,-296,0,1,0,"black"
1,2,4,10,44,1,1,44,"black"
1,8,7,14,229,1,1,229,"hispanic"
0,5,8,16,42,1,1,42,"black"
0,4,2,11,74,1,1,74,"white"
0,0,8,0,9,1,1,9,"hispanic"
0,6,7,0,-118,0,1,0,"white"
0,1,5,6,-290,0,1,0,"white"
1,5,12,2,-360,0,1,0,"black"
0,3,2,4,-188,0,1,0,"black"
0,2,4,8,-185,0,1,0,"black"
0,7,5,0,-99,0,1,0,"black"
0,3,4,10,-308,0,1,0,"black"
1,3,8,13,-248,0,1,0,"white"
1,11,7,7,-172,0,1,0,"hispanic"
1,3,5,11,-37,0,1,0,"black"
0,7,0,11,-275,0,1,0,"black"
1,2,11,19,-9,0,1,0,"hispanic"
0,4,5,10,-65,0,1,0,"black"
0,8,10,8,-20,0,1,0,"black"
1,2,4,0,-350,0,1,0,"black"
0,2,5,7,-31,0,1,0,"hispanic"
0,0,0,0,-229,0,1,0,"hispanic"
0,5,6,9,-149,0,1,0,"black"
1,8,8,1,347,1,1,347,"hispanic"
0,0,4,11,319,1,1,319,"hispanic"
0,1,6,0,325,1,1,325,"hispanic"
0,5,8,8,182,1,1,182,"hispanic"
0,5,9,16,168,1,1,168,"black"
0,3,5,1,-146,0,1,0,"hispanic"
0,3,7,0,-266,0,1,0,"hispanic"
0,2,5,15,-178,0,1,0,"hispanic"
0,9,2,10,-341,0,0,0,"white"
1,3,6,10,-167,0,1,0,"hispanic"
0,9,1,1,-347,0,1,0,"hispanic"
0,2,1,7,-251,0,1,0,"black"
1,6,9,2,-173,0,1,0,"hispanic"
1,5,7,6,-301,0,1,0,"hispanic"
0,3,7,6,-172,0,1,0,"hispanic"
1,3,5,4,-82,0,1,0,"hispanic"
1,5,10,4,-44,0,1,0,"hispanic"
1,3,5,9,-273,0,1,0,"black"
0,2,7,5,-223,0,1,0,"hispanic"
0,9,7,13,-232,0,1,0,"hispanic"
1,3,8,9,-187,0,1,0,"hispanic"
1,5,10,16,-88,0,1,0,"black"
1,3,6,11,-188,0,1,0,"black"
0,3,15,14,-6,0,1,0,"hispanic"
0,2,5,2,-29,0,1,0,"hispanic"
1,15,13,14,341,1,1,341,"black"
0,1,7,11,32,1,1,32,"black"
1,7,8,13,242,1,1,242,"hispanic"
0,9,7,12,73,1,1,73,"white"
0,4,7,12,297,1,1,297,"hispanic"
0,10,10,13,122,1,1,122,"black"
1,6,8,16,36,1,1,36,"other"
0,2,9,0,274,1,1,274,"hispanic"
1,2,9,15,145,1,1,145,"hispanic"
1,0,5,0,-57,0,1,0,"hispanic"
1,3,0,4,-101,0,1,0,"hispanic"
0,4,7,9,-208,0,1,0,"white"
0,6,6,10,-124,0,1,0,"black"
0,0,0,0,-98,0,1,0,"hispanic"
1,3,0,5,-131,0,1,0,"hispanic"
0,6,2,12,-4,0,1,0,"hispanic"
0,4,6,2,-286,0,1,0,"hispanic"
1,3,4,0,-125,0,1,0,"hispanic"
1,0,0,0,-139,0,1,0,"hispanic"
0,1,2,0,-165,0,1,0,"hispanic"
0,2,5,4,-363,0,1,0,"black"
0,2,4,9,-232,0,1,0,"hispanic"
1,1,3,4,-133,0,1,0,"hispanic"
1,7,7,9,-344,0,1,0,"black"
0,2,6,2,-251,0,1,0,"white"
1,1,3,5,-137,0,1,0,"hispanic"
1,2,7,10,-159,0,1,0,"black"
1,2,8,1,-170,0,1,0,"hispanic"
0,3,7,0,-154,0,1,0,"hispanic"
0,9,9,15,-172,0,1,0,"white"
1,1,6,3,-142,0,1,0,"white"
0,1,1,0,-342,0,1,0,"hispanic"
0,2,5,7,-124,0,1,0,"hispanic"
0,3,4,0,-31,0,1,0,"hispanic"
1,10,9,16,-54,0,1,0,"black"
0,7,3,10,-356,0,1,0,"hispanic"
1,4,8,10,-333,0,1,0,"hispanic"
0,0,5,1,-271,0,1,0,"other"
0,3,1,1,-259,0,1,0,"hispanic"
1,6,6,8,-311,0,1,0,"hispanic"
1,1,2,8,-316,0,1,0,"white"
0,2,0,13,-342,0,1,0,"hispanic"
1,9,10,4,-279,0,1,0,"hispanic"
1,3,12,19,-128,0,1,0,"hispanic"
1,3,8,10,-8,0,1,0,"white"
0,8,11,11,246,1,1,246,"hispanic"
1,3,7,13,276,1,1,276,"black"
0,8,8,15,230,1,1,230,"black"
0,12,11,20,179,1,1,179,"black"
1,12,11,15,334,1,1,334,"hispanic"
0,14,10,4,88,1,1,88,"hispanic"
0,2,6,2,224,1,1,224,"black"
0,12,11,16,338,1,1,338,"hispanic"
1,2,6,5,212,1,1,212,"hispanic"
0,3,10,19,344,1,1,344,"hispanic"
1,9,8,10,122,1,1,122,"hispanic"
1,6,8,12,324,1,1,324,"hispanic"
1,2,7,13,331,1,1,331,"hispanic"
0,4,7,11,340,1,1,340,"hispanic"
1,4,6,24,26,1,1,26,"black"
0,0,6,11,270,1,1,270,"black"
0,6,11,16,278,1,1,278,"hispanic"
0,6,4,2,143,1,1,143,"hispanic"
1,10,7,15,100,1,1,100,"hispanic"
1,13,11,15,358,1,1,358,"hispanic"
0,2,9,11,197,1,1,197,"hispanic"
0,6,7,2,289,1,1,289,"hispanic"
1,9,11,15,302,1,1,302,"hispanic"
1,13,11,18,311,1,1,311,"hispanic"
0,11,7,7,37,1,1,37,"hispanic"
1,13,9,17,133,1,1,133,"white"
1,2,3,1,137,1,1,137,"black"
0,5,6,7,221,1,1,221,"hispanic"
1,11,10,15,155,1,1,155,"black"
1,3,7,9,217,1,1,217,"black"
0,12,12,12,93,1,1,93,"black"
0,12,11,20,111,1,1,111,"black"
0,10,11,20,159,1,1,159,"other"
1,13,12,19,325,1,1,325,"black"
1,4,3,9,90,1,1,90,"hispanic"
1,12,10,15,317,1,1,317,"other"
0,3,7,10,346,1,1,346,"hispanic"
1,5,9,8,351,1,1,351,"hispanic"
0,4,5,3,258,1,1,258,"black"
1,8,10,17,314,1,1,314,"white"
1,10,11,19,26,1,1,26,"white"
1,4,6,5,102,1,1,102,"hispanic"
1,13,8,9,362,1,1,362,"hispanic"
1,4,6,10,284,1,1,284,"other"
1,3,10,8,336,1,1,336,"hispanic"
1,12,11,14,40,1,1,40,"black"
1,7,5,11,258,1,1,258,"black"
0,6,7,9,36,1,1,36,"other"
0,4,14,0,95,1,1,95,"hispanic"
0,5,5,4,238,1,1,238,"hispanic"
1,2,5,9,326,1,1,326,"black"
1,7,6,9,350,1,1,350,"black"
1,6,7,11,78,1,1,78,"black"
0,2,1,5,328,1,1,328,"black"
1,4,1,7,358,1,1,358,"black"
1,9,3,8,-45,0,1,0,"black"
1,2,5,12,-67,0,1,0,"black"
1,2,4,8,-343,0,0,0,"hispanic"
1,7,4,12,-91,0,1,0,"black"
1,3,3,12,-153,0,0,0,"hispanic"
0,3,3,17,-328,0,1,0,"black"
0,2,1,0,-285,0,1,0,"black"
1,2,6,2,-273,0,1,0,"hispanic"
0,0,7,12,-8,0,1,0,"white"
1,0,3,6,-72,0,1,0,"hispanic"
0,12,7,20,-34,0,1,0,"white"
1,2,6,8,-313,0,1,0,"white"
1,7,11,11,-356,0,1,0,"hispanic"
1,6,5,11,-201,0,1,0,"other"
1,2,5,10,-163,0,1,0,"hispanic"
1,1,8,9,-28,0,1,0,"hispanic"
0,14,10,18,-153,0,1,0,"white"
0,1,1,1,-291,0,1,0,"other"
0,1,4,1,-176,0,1,0,"hispanic"
1,10,7,1,347,1,1,347,"black"
0,2,5,7,-216,0,1,0,"hispanic"
0,4,10,15,-173,0,1,0,"black"
1,7,5,8,-303,0,1,0,"black"
0,8,7,10,-132,0,0,0,"black"
1,2,0,14,-355,0,1,0,"black"
0,3,4,3,-353,0,1,0,"black"
1,3,5,13,-67,0,1,0,"hispanic"
0,2,4,20,-289,0,1,0,"hispanic"
0,14,4,15,-301,0,1,0,"white"
1,5,5,7,-168,0,1,0,"hispanic"
0,3,13,1,-319,0,1,0,"hispanic"
0,2,8,2,-299,0,1,0,"other"
0,1,7,0,-101,0,1,0,"hispanic"
0,4,6,10,-134,0,1,0,"black"
1,2,7,0,-101,0,1,0,"black"
0,2,5,7,-25,0,1,0,"black"
0,12,6,11,-195,0,1,0,"black"
1,8,6,13,-7,0,1,0,"hispanic"
0,0,11,9,-326,0,1,0,"black"
1,3,8,9,-319,0,1,0,"black"
0,1,7,0,-348,0,1,0,"black"
1,9,7,12,-287,0,0,0,"white"
1,9,9,18,-118,0,1,0,"white"
0,14,7,11,-296,0,1,0,"hispanic"
1,2,5,2,-283,0,1,0,"white"
1,3,0,2,-26,0,1,0,"white"
1,6,6,11,-216,0,1,0,"black"
1,0,2,0,-233,0,1,0,"hispanic"
0,9,2,17,-358,0,1,0,"white"
1,2,7,15,-116,0,1,0,"black"
0,11,6,5,-208,0,1,0,"other"
0,1,8,0,-293,0,1,0,"black"
0,1,3,11,-58,0,1,0,"hispanic"
1,0,8,7,-172,0,1,0,"black"
1,3,1,2,-284,0,1,0,"black"
1,9,9,10,-140,0,1,0,"black"
1,2,8,10,-19,0,1,0,"hispanic"
1,2,1,2,-339,0,1,0,"white"
0,2,9,6,-279,0,1,0,"hispanic"
1,1,7,10,93,1,1,93,"hispanic"
0,2,4,8,-112,0,1,0,"black"
0,5,8,6,-246,0,1,0,"other"
1,3,5,0,-283,0,1,0,"hispanic"
0,8,5,7,-106,0,0,0,"hispanic"
1,0,7,4,-56,0,1,0,"black"
0,4,3,6,-213,0,1,0,"white"
0,4,7,10,-111,0,1,0,"hispanic"
1,0,5,7,-78,0,1,0,"hispanic"
1,6,4,19,-198,0,1,0,"other"
0,0,5,1,-79,0,0,0,"hispanic"
1,4,6,0,-142,0,0,0,"hispanic"
1,13,14,14,5,1,1,5,"black"
0,3,8,12,216,1,1,216,"hispanic"
1,4,7,5,-69,0,1,0,"hispanic"
1,7,6,12,-148,0,1,0,"white"
0,2,0,4,-260,0,1,0,"black"
0,3,0,0,-345,0,1,0,"hispanic"
0,3,11,7,-118,0,1,0,"hispanic"
1,9,1,10,-291,0,1,0,"white"
0,0,0,1,-325,0,1,0,"hispanic"
0,6,0,2,-260,0,1,0,"black"
1,1,11,1,-262,0,1,0,"black"
0,0,1,2,-325,0,1,0,"hispanic"
0,5,9,14,-231,0,1,0,"hispanic"
1,0,7,6,-318,0,1,0,"hispanic"
1,2,5,4,-347,0,1,0,"hispanic"
0,3,5,9,-63,0,1,0,"other"
1,9,11,3,-261,0,1,0,"hispanic"
1,12,4,2,-189,0,1,0,"other"
1,6,10,15,-5,0,1,0,"hispanic"
1,8,7,1,-210,0,1,0,"hispanic"
0,2,6,10,-133,0,1,0,"hispanic"
0,3,3,0,-97,0,1,0,"black"
0,10,8,9,259,1,1,259,"black"
1,5,8,11,64,1,1,64,"hispanic"
0,3,5,7,96,1,1,96,"hispanic"
0,14,8,4,7,1,1,7,"black"
0,11,12,14,126,1,1,126,"black"
0,9,11,10,268,1,1,268,"black"
0,3,8,8,67,1,1,67,"black"
1,8,9,11,149,1,1,149,"black"
1,1,0,15,31,1,1,31,"hispanic"
1,9,11,2,39,1,1,39,"white"
1,4,5,11,25,1,1,25,"other"
1,7,5,11,-277,0,1,0,"black"
0,6,0,11,-211,0,1,0,"black"
0,1,4,0,-28,0,1,0,"black"
0,6,4,14,-235,0,1,0,"black"
1,8,8,11,-40,0,1,0,"black"
0,6,10,14,-58,0,1,0,"black"
1,2,5,1,-135,0,1,0,"black"
1,9,5,11,-154,0,1,0,"black"
0,1,1,7,-239,0,1,0,"hispanic"
0,3,5,4,-185,0,1,0,"black"
1,13,4,9,-357,0,1,0,"black"
0,7,5,5,-228,0,0,0,"black"
1,0,5,7,-342,0,1,0,"black"
0,4,2,1,-268,0,1,0,"other"
0,1,12,10,-23,0,1,0,"black"
0,3,7,2,-359,0,1,0,"other"
0,7,6,6,-16,0,1,0,"black"
1,2,11,2,-143,0,1,0,"black"
1,5,6,10,-17,0,1,0,"black"
0,14,6,14,-14,0,1,0,"black"
0,7,9,13,300,1,1,300,"black"
1,2,7,12,50,1,1,50,"black"
1,8,10,13,129,1,1,129,"black"
1,6,7,12,178,1,1,178,"hispanic"
1,13,10,12,180,1,1,180,"black"
1,7,10,15,220,1,1,220,"white"
1,14,12,21,224,1,1,224,"black"
